0	1.000000	0.628319	0.000000	0.000000	0.000000	98	0	0
1	1.000000	0.628319	-0.809017	0.587785	0.628319	90	-8	-38
2	1.000000	0.628319	-0.618034	1.902113	2.513274	87	-3	-33
3	1.000000	0.628319	0.927051	2.853170	5.654867	89	2	-28
4	1.000000	0.628319	3.236068	2.351141	10.053096	90	1	-29
5	1.000000	0.628319	5.000000	0.000000	15.707963	92	2	-28
6	1.000000	0.628319	4.854102	-3.526712	22.619467	88	-4	-34
7	1.000000	0.628319	2.163119	-6.657396	30.787608	88	0	-30
8	1.000000	0.628319	-2.472136	-7.608452	40.212386	87	-1	-31
9	1.000000	0.628319	-7.281153	-5.290067	50.893801	87	0	-30
10	1.000000	-0.628319	-10.000000	0.000000	-62.831853	88	1	-29
11	1.000000	-0.628319	-8.899187	-6.465638	-76.026542	87	-1	-31
12	1.000000	-0.628319	-3.708204	-11.412678	-90.477868	87	0	-30
13	1.000000	-0.628319	4.017221	-12.363735	-106.185832	87	0	-30
14	1.000000	-0.628319	11.326238	-8.228994	-123.150432	88	1	-29
15	1.000000	-0.628319	15.000000	-0.000000	-141.371669	89	1	-29
16	1.000000	-0.628319	12.944272	9.404564	-160.849544	87	-2	-32
17	1.000000	-0.628319	5.253289	16.167961	-181.584055	88	1	-29
18	1.000000	-0.628319	-5.562306	17.119017	-203.575204	87	-1	-31
19	1.000000	-0.628319	-15.371323	11.167920	-226.822990	87	0	-30
20	1.000000	-0.628319	-20.000000	0.000000	-251.327412	88	1	-29
